orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment
,,,,115030.0,Customer#000115030,rfbeqqcerk,tfrkdufiei,242552.0433131484,wexgcyjudr
,,,,40192.0,Customer#000040192,"2oauJhhHRN6ECzT6km,hZhOXi4hL",22-283-384-5116,5711.01,BUILDING
,,,,40192.0,Customer#000040192,"2oauJhhHRN6ECzT6km,hZhOXi4hL",22-283-384-5116,5711.01,BUILDING
,,,,141733.0,Customer#000141733,oacyxgikhd,pjbxqkckqv,4848.29,ylzmmllobl
,,,,76892.0,Customer#000076892,jyhRS n3SdM4tlPX7e6JyQ3CzvUtwBj4wboA45,19-192-308-8115,946.13,AUTOMOBILE
,,,,26092.0,Customer#000026092,YpCLWvpgXrCehRHvXiBv,21-355-450-8482,7953.88,HOUSEHOLD
,,,,26092.0,Customer#000026092,YpCLWvpgXrCehRHvXiBv,21-355-450-8482,7953.88,HOUSEHOLD
,,,,76892.0,Customer#000076892,jyhRS n3SdM4tlPX7e6JyQ3CzvUtwBj4wboA45,19-192-308-8115,946.13,AUTOMOBILE
,,,,98675.0,Customer#000098675,"XQ1QVYkWRWHmWll0y,lMEc",31-848-850-4434,8770.24,BUILDING
,,,,98675.0,Customer#000098675,"XQ1QVYkWRWHmWll0y,lMEc",31-848-850-4434,8770.24,BUILDING
,,,,99898.0,Customer#000099898,pewqbexszu,18-151-732-1909,823276.8401223992,AUTOMOBILE
,,,,53705.0,Customer#000053705,uynvclvelv,kkpitdshxu,225647.8960043185,BUILDING
,,,,20630.0,Customer#000020630,lcI1cbPZ2kyqQYqLa9m e7z1OCfVGrh0ocDy,12-246-809-6791,367258.9508560776,ozixexzfbu
,,,,15646.0,Customer#000015646,"ghLbSnG,LKJ3jyGLSNVWAic5d6axueL4ul",31-439-379-8983,4260.96,AUTOMOBILE
,,,,15646.0,Customer#000015646,"ghLbSnG,LKJ3jyGLSNVWAic5d6axueL4ul",31-439-379-8983,4260.96,AUTOMOBILE
,,,,105865.0,Customer#000105865,"2aU6G4ARbvPRWExsjRAbzNDn0N2Lo,enFLXBjQ",22-684-713-3489,7370.26,AUTOMOBILE
,,,,105865.0,Customer#000105865,"2aU6G4ARbvPRWExsjRAbzNDn0N2Lo,enFLXBjQ",22-684-713-3489,7370.26,AUTOMOBILE
,,,,68914.0,Customer#000068914,1ryZYuv 1Nkv1mViJ3,11-939-333-3631,1319.62,HOUSEHOLD
,,,,68914.0,Customer#000068914,1ryZYuv 1Nkv1mViJ3,11-939-333-3631,1319.62,HOUSEHOLD
,,,,14453.0,Customer#000014453,CVVtbHDMquWQ,28-347-884-4202,8322.36,AUTOMOBILE
,,,,14453.0,Customer#000014453,CVVtbHDMquWQ,28-347-884-4202,8322.36,AUTOMOBILE
,,,,91589.0,Customer#000091589,hfV4vQQYp2D,21-959-307-3897,4853.7,MACHINERY
,,,,91589.0,Customer#000091589,hfV4vQQYp2D,21-959-307-3897,4853.7,MACHINERY
,,,,112474.0,Customer#000112474,"B0hRyn,MHo6tNWnaYNZlURo",11-429-696-2015,3208.57,BUILDING
,,,,112474.0,Customer#000112474,"B0hRyn,MHo6tNWnaYNZlURo",11-429-696-2015,3208.57,BUILDING
,,,,53705.0,Customer#000053705,7FKt4QmnevLMDnQtuwliHLp3e,14-876-797-4016,385.84,BUILDING
,,,,53705.0,Customer#000053705,7FKt4QmnevLMDnQtuwliHLp3e,14-876-797-4016,385.84,BUILDING
,,,,85756.0,Customer#000085756,e KghFTeW33vX1TcUVN6,tprtopuilh,6707.22,FURNITURE
,,,,116645.0,Customer#000116645,7IsCpyV8z6zYZUQDtk5eZ,15-626-483-8560,3035.7,BUILDING
,,,,116645.0,Customer#000116645,7IsCpyV8z6zYZUQDtk5eZ,15-626-483-8560,3035.7,BUILDING
,,,,90832.0,Customer#000090832,usvmeqasxf,11-298-874-7646,3939.11,yemqbrkkjn
,,,,83047.0,Customer#000083047,"ClgUssEnM,BS2UYRnlwf7, cP4KT4jZzb",32-809-727-4775,471394.02751306334,MACHINERY
,,,,21865.0,Customer#000021865,nFDMqmJ8Iwdj1eIpkpSXPFUpSLDn,29-276-425-8177,3474.35,BUILDING
,,,,21865.0,Customer#000021865,nFDMqmJ8Iwdj1eIpkpSXPFUpSLDn,29-276-425-8177,3474.35,BUILDING
,,,,100393.0,Customer#000100393,"NEBWcIw zTSR595uE5xmTH9ib,UAM",17-253-981-1808,15481.151292925157,qefhmdjner
,,,,14843.0,Customer#000014843,"XAjL GSeE9HdX,FKN",12-995-224-5543,1205.55,HOUSEHOLD
,,,,14843.0,Customer#000014843,"XAjL GSeE9HdX,FKN",12-995-224-5543,1205.55,HOUSEHOLD
,,,,61030.0,Customer#000061030,eDsj4MR13f8mhs m,16-389-511-4867,486436.2016518355,jhnfiiosms
,,,,35452.0,Customer#000035452,fJeUGBTc92,17-528-678-7382,5636.19,rjobwaxtch
,,,,106669.0,Customer#000106669,0sHN7HgGOh3PEAp,31-805-918-9921,-877.18,MACHINERY
,,,,106669.0,Customer#000106669,0sHN7HgGOh3PEAp,31-805-918-9921,-877.18,MACHINERY
,,,,55442.0,Customer#000055442,GmIDh6nruplmaz5AEENkVq n1SPjtkUVq1,21-118-787-4049,217001.21003356425,MACHINERY
,,,,24400.0,Customer#000024400,2CYvGSgiHmN68L7MYDw,24-641-110-5969,9746.47,BUILDING
,,,,24400.0,Customer#000024400,2CYvGSgiHmN68L7MYDw,24-641-110-5969,9746.47,BUILDING
,,,,116800.0,Customer#000116800,TLmZIRpVbiWlnmRSxWbGx4RY9h7q2gFrBn,28-179-850-6601,2733.42,HOUSEHOLD
,,,,116800.0,Customer#000116800,TLmZIRpVbiWlnmRSxWbGx4RY9h7q2gFrBn,28-179-850-6601,2733.42,HOUSEHOLD
,,,,89149.0,Customer#000089149,"sUN9lag8l,KLa",11-827-580-7857,6725.83,MACHINERY
,,,,89149.0,Customer#000089149,"sUN9lag8l,KLa",11-827-580-7857,6725.83,MACHINERY
,,,,96656.0,Customer#000096656,KtQvngbghEP SJ,17-465-669-3756,494120.0881369724,hxrlcendma
,,,,35452.0,Customer#000035452,fJeUGBTc92,17-528-678-7382,5636.19,FURNITURE
,,,,35452.0,Customer#000035452,fJeUGBTc92,17-528-678-7382,5636.19,FURNITURE
,,,,39562.0,Customer#000039562,6Oe5xfIaM Z2FNGl,bjkxmhyonk,589079.5391897521,xmddionjog
,,,,57101.0,Customer#000057101,nGNM7oJkO yAr7,22-251-979-9185,1631.35,BUILDING
,,,,57101.0,Customer#000057101,nGNM7oJkO yAr7,22-251-979-9185,1631.35,BUILDING
,,,,106015.0,Customer#000106015,JXNvd8EzXotw1P6nFKS7 7p50PWe782yW,fvhvcuvdbx,481417.8162125823,otavsyiazm
,,,,95854.0,Customer#000095854,zoiazohmur,12-909-367-5822,113141.58924638084,pswcherusa
,,,,29914.0,Customer#000029914,JOtVR6vREO24tzO,24-363-612-9039,9292.29,MACHINERY
,,,,29914.0,Customer#000029914,JOtVR6vREO24tzO,24-363-612-9039,9292.29,MACHINERY
,,,,112154.0,Customer#000112154,"BoHzogiIs5lHfTQKB,w5F8jvrH25qTgx4y8FWOgG",15-990-194-5215,4069.74,HOUSEHOLD
,,,,112154.0,Customer#000112154,"BoHzogiIs5lHfTQKB,w5F8jvrH25qTgx4y8FWOgG",15-990-194-5215,4069.74,HOUSEHOLD
,,,,96656.0,Customer#000096656,KtQvngbghEP SJ,17-465-669-3756,4134.62,HOUSEHOLD
,,,,96656.0,Customer#000096656,KtQvngbghEP SJ,17-465-669-3756,4134.62,HOUSEHOLD
,,,,91615.0,Customer#000091615,7tPBqg95p8GmZlNUmMEDyvKwM0X0,19-129-708-6289,4460.75,MACHINERY
,,,,91615.0,Customer#000091615,7tPBqg95p8GmZlNUmMEDyvKwM0X0,19-129-708-6289,4460.75,MACHINERY
,,,,141982.0,Customer#000141982,Kr2q6cqYPv,21-224-927-8117,7549.91,BUILDING
,,,,141982.0,Customer#000141982,Kr2q6cqYPv,21-224-927-8117,7549.91,BUILDING
,,,,111815.0,Customer#000111815,"sv2,3EO9Cvfel0zF9",18-689-701-2874,683.13,HOUSEHOLD
,,,,111815.0,Customer#000111815,"sv2,3EO9Cvfel0zF9",18-689-701-2874,683.13,HOUSEHOLD
,,,,140792.0,Customer#000140792,PA8yToG1ZbU0 Fdbeyn J,13-502-817-6831,-282.34,HOUSEHOLD
,,,,140792.0,Customer#000140792,PA8yToG1ZbU0 Fdbeyn J,13-502-817-6831,-282.34,HOUSEHOLD
,,,,142207.0,Customer#000142207,"6,UzljB g8Wh1WS597dHsnweCg7FliMpi",14-368-992-4121,8460.76,BUILDING
,,,,142207.0,Customer#000142207,"6,UzljB g8Wh1WS597dHsnweCg7FliMpi",14-368-992-4121,8460.76,BUILDING
,,,,61264.0,Customer#000061264,HpxpknoviVkPQJdM5UR7,16-351-392-1001,-516.81,MACHINERY
,,,,61264.0,Customer#000061264,HpxpknoviVkPQJdM5UR7,16-351-392-1001,-516.81,MACHINERY
,,,,35563.0,Customer#000035563,qT4LhFhQhDXWJYyIaWL1sHO1n,22-276-951-1284,6462.28,HOUSEHOLD
,,,,35563.0,Customer#000035563,qT4LhFhQhDXWJYyIaWL1sHO1n,22-276-951-1284,6462.28,HOUSEHOLD
,,,,38842.0,Customer#000038842,"STLboyuwjUHxKQMu9Qjozg6F,Emzh8n",17-653-865-8703,3587.62,MACHINERY
,,,,38842.0,Customer#000038842,"STLboyuwjUHxKQMu9Qjozg6F,Emzh8n",17-653-865-8703,3587.62,MACHINERY
,,,,8734.0,Customer#000008734,"0,dktzeo DYlhmEInr nvnHfvp78cig",rsnwageoim,3625.11,hegswbuwhx
,,,,87934.0,Customer#000087934,kkoyfmcgpe,10-140-808-7326,6362.68,tayiovzkgu
,,,,141982.0,Customer#000141982,zgvqgqlqkj,hnbolozrqf,606551.8194269983,vtjfusfoie
,,,,20630.0,Customer#000020630,lcI1cbPZ2kyqQYqLa9m e7z1OCfVGrh0ocDy,12-246-809-6791,1002.04,AUTOMOBILE
,,,,20630.0,Customer#000020630,lcI1cbPZ2kyqQYqLa9m e7z1OCfVGrh0ocDy,12-246-809-6791,1002.04,AUTOMOBILE
,,,,48832.0,Customer#000048832,"ptyJMFKhrPzzSgCA9nIZVgkqVAwx,kkXLTQtjJ",27-557-527-8176,7918.29,MACHINERY
,,,,48832.0,Customer#000048832,"ptyJMFKhrPzzSgCA9nIZVgkqVAwx,kkXLTQtjJ",27-557-527-8176,7918.29,MACHINERY
,,,,106015.0,Customer#000106015,JXNvd8EzXotw1P6nFKS7 7p50PWe782yW,26-158-689-1426,3487.97,MACHINERY
,,,,106015.0,Customer#000106015,JXNvd8EzXotw1P6nFKS7 7p50PWe782yW,26-158-689-1426,3487.97,MACHINERY
,,,,123661.0,Customer#000123661,uLkv5Xq04Ajbx,17-948-905-7197,282.39,AUTOMOBILE
,,,,123661.0,Customer#000123661,uLkv5Xq04Ajbx,17-948-905-7197,282.39,AUTOMOBILE
,,,,42382.0,Customer#000042382,RlPmdIHgbzjyaeycGMLQ1425sClEwIReE7oNMQ,15-257-541-2452,4553.99,HOUSEHOLD
,,,,42382.0,Customer#000042382,RlPmdIHgbzjyaeycGMLQ1425sClEwIReE7oNMQ,15-257-541-2452,4553.99,HOUSEHOLD
,,,,147776.0,Customer#000147776,"N45LJN,C4kn9tza461W Ucus6Fm9,uTGrMomG",28-253-786-3614,2437.16,HOUSEHOLD
,,,,147776.0,Customer#000147776,"N45LJN,C4kn9tza461W Ucus6Fm9,uTGrMomG",28-253-786-3614,2437.16,HOUSEHOLD
,,,,68914.0,Customer#000068914,dcwsykbhsz,11-939-333-3631,1319.62,wcqsvnuroq
,,,,33313.0,Customer#000033313,"S0DZq vTYOgeDZ,JbRPnk7X0St,xFnW5t4yz",33-994-727-8590,8949.04,HOUSEHOLD
,,,,33313.0,Customer#000033313,"S0DZq vTYOgeDZ,JbRPnk7X0St,xFnW5t4yz",33-994-727-8590,8949.04,HOUSEHOLD
,,,,76360.0,Customer#000076360,"CJZjPvD,YFLUvhZq",18-533-579-4253,8561.2,BUILDING
,,,,76360.0,Customer#000076360,"CJZjPvD,YFLUvhZq",18-533-579-4253,8561.2,BUILDING
,,,,39562.0,Customer#000039562,6Oe5xfIaM Z2FNGl,31-214-688-9405,7050.33,MACHINERY
,,,,39562.0,Customer#000039562,6Oe5xfIaM Z2FNGl,31-214-688-9405,7050.33,MACHINERY
,,,,42382.0,Customer#000042382,pvxiuiedfj,oivlbcxtgs,396170.14947812026,HOUSEHOLD
,,,,117613.0,Customer#000117613,"jFisaIQvDb,ge1T20e99opBW",10-686-399-9244,3349.32,MACHINERY
,,,,117613.0,Customer#000117613,"jFisaIQvDb,ge1T20e99opBW",10-686-399-9244,3349.32,MACHINERY
,,,,146353.0,Customer#000146353,FZwoD9nAXYiTvSLDsNkZE5Ub5lp,32-189-646-5746,5290.25,MACHINERY
,,,,146353.0,Customer#000146353,FZwoD9nAXYiTvSLDsNkZE5Ub5lp,32-189-646-5746,5290.25,MACHINERY
,,,,20072.0,Customer#000020072,rJgwmlvd8N3 rea,31-944-768-4169,3942.69,BUILDING
,,,,20072.0,Customer#000020072,rJgwmlvd8N3 rea,31-944-768-4169,3942.69,BUILDING
,,,,60271.0,Customer#000060271,"LUT2Le83I6,uxgwiMe9jEe",29-456-997-5225,1779.56,AUTOMOBILE
,,,,60271.0,Customer#000060271,"LUT2Le83I6,uxgwiMe9jEe",29-456-997-5225,1779.56,AUTOMOBILE
,,,,117799.0,Customer#000117799,U8RGtmFnmAs,24-502-686-7438,3528.39,MACHINERY
,,,,117799.0,Customer#000117799,U8RGtmFnmAs,24-502-686-7438,3528.39,MACHINERY
,,,,46429.0,Customer#000046429,2YX4MCUZyba59PfgyCX5mtfNMgvyU0jxVf66eXgY,12-665-546-5226,811.89,MACHINERY
,,,,46429.0,Customer#000046429,2YX4MCUZyba59PfgyCX5mtfNMgvyU0jxVf66eXgY,12-665-546-5226,811.89,MACHINERY
,,,,7172.0,Customer#000007172,jeRl9tKyi85OnxY,15-756-774-9021,750491.9111272906,AUTOMOBILE
,,,,25360.0,Customer#000025360,"vYXh2ZlNvT6V tzP,g7HB4z0DEy",22-365-247-6072,1566.28,HOUSEHOLD
,,,,25360.0,Customer#000025360,"vYXh2ZlNvT6V tzP,g7HB4z0DEy",22-365-247-6072,1566.28,HOUSEHOLD
,,,,72851.0,Customer#000072851,txTQp6QlelBvB6Ec5NB4uoJE TNoj,31-412-227-1569,1593.81,AUTOMOBILE
,,,,72851.0,Customer#000072851,txTQp6QlelBvB6Ec5NB4uoJE TNoj,31-412-227-1569,1593.81,AUTOMOBILE
,,,,14843.0,Customer#000014843,zhzimlnwtn,hwpsvnqqju,141006.20200792648,HOUSEHOLD
,,,,96809.0,Customer#000096809,vvrvdcvnqt,yrrqnnzwyz,162270.18159342688,kboytesfhi
,,,,149170.0,Customer#000149170,RwS8URRhF71DlSKxYZfI,13-602-841-5920,-274.19,BUILDING
,,,,149170.0,Customer#000149170,RwS8URRhF71DlSKxYZfI,13-602-841-5920,-274.19,BUILDING
,,,,64463.0,Customer#000064463,fKbaPSOwgu0Dfo2imd,16-438-998-4552,6788.31,FURNITURE
,,,,64463.0,Customer#000064463,fKbaPSOwgu0Dfo2imd,16-438-998-4552,6788.31,FURNITURE
,,,,29686.0,Customer#000029686,9JewwTXQUKOM27,13-135-259-5125,588.53,FURNITURE
,,,,29686.0,Customer#000029686,9JewwTXQUKOM27,13-135-259-5125,588.53,FURNITURE
,,,,16516.0,Customer#000016516,",j75,x3h3oSUJO1DnoyTMRxIcEkOl8ODKol",26-246-161-3358,2070.08,FURNITURE
,,,,72664.0,Customer#000072664,kYNNPdT2 79FOKafPYBgWIuOD4,25-664-904-4721,8458.11,FURNITURE
,,,,16516.0,Customer#000016516,",j75,x3h3oSUJO1DnoyTMRxIcEkOl8ODKol",26-246-161-3358,2070.08,FURNITURE
,,,,72664.0,Customer#000072664,kYNNPdT2 79FOKafPYBgWIuOD4,25-664-904-4721,8458.11,FURNITURE
,,,,86621.0,Customer#000086621,NAcYHq6lQVY73TaUOpX4,34-285-355-3694,8567.14,HOUSEHOLD
,,,,86621.0,Customer#000086621,NAcYHq6lQVY73TaUOpX4,34-285-355-3694,8567.14,HOUSEHOLD
,,,,65386.0,Customer#000065386,faysabebnb,zafveudgln,1847.93,xoeztnhuwp
,,,,36754.0,Customer#000036754,7KvtZ7kcUOsxPgLvsRghI,24-719-816-2983,-754.63,BUILDING
,,,,36754.0,Customer#000036754,7KvtZ7kcUOsxPgLvsRghI,24-719-816-2983,-754.63,BUILDING
,,,,99898.0,Customer#000099898,KdJyqwxlmkEYcJQV4feT68fp,18-151-732-1909,2344.35,AUTOMOBILE
,,,,99898.0,Customer#000099898,KdJyqwxlmkEYcJQV4feT68fp,18-151-732-1909,2344.35,AUTOMOBILE
,,,,129844.0,Customer#000129844,ot7oRANLeS 0NJ5qRKe0JvP,12-286-635-3075,8413.33,AUTOMOBILE
,,,,129844.0,Customer#000129844,ot7oRANLeS 0NJ5qRKe0JvP,12-286-635-3075,8413.33,AUTOMOBILE
,,,,8348.0,Customer#000008348,"uMazSED2yPufZxnYTcwqge,oZa5Q2kCCp1O",28-936-938-1318,6084.59,HOUSEHOLD
,,,,8348.0,Customer#000008348,"uMazSED2yPufZxnYTcwqge,oZa5Q2kCCp1O",28-936-938-1318,6084.59,HOUSEHOLD
,,,,116134.0,Customer#000116134,EbBgl0xSqUdRTDZQ9wDz73Pjx0xp9qmUCbqQN,17-901-601-4029,7728.94,BUILDING
