orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment
2893669.0,O,43140.5,Clerk#000000984,33313.0,Customer#000033313,"S0DZq vTYOgeDZ,JbRPnk7X0St,xFnW5t4yz",33-994-727-8590,8949.04,HOUSEHOLD
1405766.0,O,101574.02,Clerk#000000225,56941.0,Customer#000056941, mh5crtVfXMl41S8xIq,11-516-696-2419,5918.5,HOUSEHOLD
1873827.0,F,318677.58,Clerk#000000723,106255.0,Customer#000106255,"X3oS3d6Lf3,,DvtjKS7wcA ZNjkvTd",25-845-127-2238,2341.56,HOUSEHOLD
3636580.0,F,160186.23,Clerk#000000486,100750.0,Customer#000100750,KAQkvCm75pWb1eeQcwp3ZQ6nuNC566o1eJDAi8 ,11-285-441-3754,2973.78,MACHINERY
4254822.0,F,208206.97,Clerk#000000996,96809.0,Customer#000096809,"CLqLclAf3,SGjMHMdwD8idYz4JPBuZWouAnKnvf",28-349-358-1708,3485.24,FURNITURE
2074308.0,F,87941.56,Clerk#000000532,142426.0,Customer#000142426,8bTPQI9Kbh,23-879-821-2587,-518.28,FURNITURE
3307077.0,F,107431.85,Clerk#000000100,61264.0,Customer#000061264,HpxpknoviVkPQJdM5UR7,16-351-392-1001,-516.81,MACHINERY
5238017.0,O,57684.01,Clerk#000000337,112474.0,Customer#000112474,"B0hRyn,MHo6tNWnaYNZlURo",11-429-696-2015,3208.57,BUILDING
2593959.0,O,33496.73,Clerk#000000811,90133.0,Customer#000090133,"pxlOPZhMol4myQrYBce8sC5h8JSQp,",29-992-570-4234,6062.45,BUILDING
985127.0,O,119488.52,Clerk#000000511,30052.0,Customer#000030052,"yBSuXdwArefgFlJCGabVx,,xar5,GBeZA3",11-158-268-2131,417.39,AUTOMOBILE
4974788.0,F,277322.25,Clerk#000000238,7172.0,Customer#000007172,jeRl9tKyi85OnxY,15-756-774-9021,-878.14,AUTOMOBILE
5064609.0,F,56021.88,Clerk#000000529,91615.0,Customer#000091615,7tPBqg95p8GmZlNUmMEDyvKwM0X0,19-129-708-6289,4460.75,MACHINERY
5874596.0,O,110889.83,Clerk#000000129,42619.0,Customer#000042619,"YUUHZx,xq2MPHk5vSi7,NDBGkj6sK67",34-441-437-7237,2093.26,MACHINERY
702438.0,O,339202.97,Clerk#000000196,39562.0,Customer#000039562,6Oe5xfIaM Z2FNGl,31-214-688-9405,7050.33,MACHINERY
3753446.0,F,192338.04,Clerk#000000565,59813.0,Customer#000059813,vHTmuTWD2cy42c9hcNORxM,10-334-532-4290,7195.71,BUILDING
4799970.0,O,306571.13,Clerk#000000549,129844.0,Customer#000129844,ot7oRANLeS 0NJ5qRKe0JvP,12-286-635-3075,8413.33,AUTOMOBILE
3614215.0,O,18991.63,Clerk#000000955,109925.0,Customer#000109925,ZbaGUPUc0QQHvX7jvODvcPuEkoyprpwYgfF J3Ke,11-139-842-5740,487.54,AUTOMOBILE
1547747.0,F,125981.09,Clerk#000000464,72851.0,Customer#000072851,txTQp6QlelBvB6Ec5NB4uoJE TNoj,31-412-227-1569,1593.81,AUTOMOBILE
3061156.0,O,110735.73,Clerk#000000747,117613.0,Customer#000117613,"jFisaIQvDb,ge1T20e99opBW",10-686-399-9244,3349.32,MACHINERY
4688388.0,F,179678.9,Clerk#000000590,8348.0,Customer#000008348,"uMazSED2yPufZxnYTcwqge,oZa5Q2kCCp1O",28-936-938-1318,6084.59,HOUSEHOLD
3903200.0,F,167606.76,Clerk#000000552,141982.0,Customer#000141982,Kr2q6cqYPv,21-224-927-8117,7549.91,BUILDING
366759.0,O,116705.41,Clerk#000000930,146353.0,Customer#000146353,FZwoD9nAXYiTvSLDsNkZE5Ub5lp,32-189-646-5746,5290.25,MACHINERY
2177349.0,O,163916.52,Clerk#000000536,93112.0,Customer#000093112,McKXMKSZe55vswxwr ,26-772-589-4203,7961.12,BUILDING
319553.0,O,314091.94,Clerk#000000773,85756.0,Customer#000085756,e KghFTeW33vX1TcUVN6,20-139-118-1027,6707.22,FURNITURE
5616263.0,F,53088.75,Clerk#000000799,129832.0,Customer#000129832,"Q0DabCJIhjJ C,gj8oMN9nDS4b3j8I0n",21-748-294-8911,5411.05,HOUSEHOLD
1613444.0,F,117956.71,Clerk#000000727,122050.0,Customer#000122050,lpd8rSaOQ83Y,27-100-408-3026,9155.77,AUTOMOBILE
1579780.0,O,28092.07,Clerk#000000563,149170.0,Customer#000149170,RwS8URRhF71DlSKxYZfI,13-602-841-5920,-274.19,BUILDING
554567.0,O,132973.88,Clerk#000000700,134866.0,Customer#000134866,"cfLQpJ6xeOQ,FnET8vs77",10-787-680-3591,8438.16,FURNITURE
1880419.0,O,63025.33,Clerk#000000862,124789.0,Customer#000124789,"zjU5l0MTb,2N9DaJYKwRACTjix4uUzaUL7",24-284-868-8589,8949.09,HOUSEHOLD
2885859.0,F,216255.47,Clerk#000000911,106669.0,Customer#000106669,0sHN7HgGOh3PEAp,31-805-918-9921,-877.18,MACHINERY
2212290.0,O,179252.68,Clerk#000000823,61030.0,Customer#000061030,eDsj4MR13f8mhs m,16-389-511-4867,8250.0,AUTOMOBILE
4494183.0,O,37978.38,Clerk#000000121,14453.0,Customer#000014453,CVVtbHDMquWQ,28-347-884-4202,8322.36,AUTOMOBILE
1982277.0,P,216712.64,Clerk#000000938,68609.0,Customer#000068609,",Ot0EWNWkUZiSyDn jCro9L3KA",34-960-303-8843,-371.01,MACHINERY
375235.0,F,24127.39,Clerk#000000008,91589.0,Customer#000091589,hfV4vQQYp2D,21-959-307-3897,4853.7,MACHINERY
1240577.0,F,31721.71,Clerk#000000278,96656.0,Customer#000096656,KtQvngbghEP SJ,17-465-669-3756,4134.62,HOUSEHOLD
3383654.0,F,66878.96,Clerk#000000322,20072.0,Customer#000020072,rJgwmlvd8N3 rea,31-944-768-4169,3942.69,BUILDING
3588258.0,F,137709.19,Clerk#000000224,95854.0,Customer#000095854,8vnWcO1GkV9EyKaW9uNaOSYccx44cxBOV0CVc2j,12-909-367-5822,-393.74,BUILDING
4019974.0,O,50264.8,Clerk#000000293,137962.0,Customer#000137962,"2ffF6itL6ZNqnvwQ,TZcEe0FnWq1ynD",18-526-714-2703,6589.79,BUILDING
2237702.0,F,150707.08,Clerk#000000991,106811.0,Customer#000106811,"A79foZOzzL7,zhaLle1adZIs7VjDH6NJ1eNd",10-619-171-6613,3685.93,AUTOMOBILE
1761893.0,O,135591.26,Clerk#000000991,40489.0,Customer#000040489,Dir2cNrRcha4RF5rBWrRRDB0x2VHyAEETZWs2,13-900-807-8595,7599.12,FURNITURE
4344003.0,O,92681.34,Clerk#000000260,18070.0,Customer#000018070,xOXUacNVeT5,18-943-363-4145,674.17,FURNITURE
3904644.0,F,245136.32,Clerk#000000950,33044.0,Customer#000033044,mricmll7WP5CM2gGKbN8Dgg,20-666-135-5621,1677.09,AUTOMOBILE
528903.0,O,193310.09,Clerk#000000694,86057.0,Customer#000086057,",ndjpIeit3Vbfu,hG,A",29-989-848-2892,6840.62,FURNITURE
2605473.0,F,206993.8,Clerk#000000602,113791.0,Customer#000113791, SVXsK3i72HHgn6ht3y6uATUoN,27-859-706-6273,734.45,MACHINERY
5483779.0,O,117998.78,Clerk#000000122,98255.0,Customer#000098255,LkHN5RhWl3aX62OwbvHJIp2L,22-160-366-4935,2829.87,HOUSEHOLD
77733.0,O,317415.65,Clerk#000000116,40900.0,Customer#000040900,EboeONxoL4WndUYE25CVDeRsHi2V b8,22-374-131-4609,1086.87,MACHINERY
1855009.0,O,311963.84,Clerk#000000617,60310.0,Customer#000060310,aLcptO7Sz49DuwAQpXaP2lyXA,26-463-290-9971,4118.83,BUILDING
4266977.0,F,4439.0,Clerk#000000556,28583.0,Customer#000028583,"PNf0XwIDO qO18PvoyhDe4bslex,t",29-989-859-8461,6900.32,BUILDING
4581282.0,O,225190.39,Clerk#000000804,50264.0,Customer#000050264,M2XB3FiRxBmvsT21dE1Q7,31-147-558-6515,8963.56,HOUSEHOLD
5338149.0,F,69430.91,Clerk#000000753,90958.0,Customer#000090958,mb4rdmjWAZeLiTplu,15-162-211-1059,9610.37,BUILDING
664961.0,O,164826.83,Clerk#000000838,98675.0,Customer#000098675,"XQ1QVYkWRWHmWll0y,lMEc",31-848-850-4434,8770.24,BUILDING
5494944.0,O,236759.95,Clerk#000000725,81928.0,Customer#000081928,VnuRDSgnyUYaabKFR1srB4SFtrdk y5MfSJBMu,33-681-294-1890,-529.88,HOUSEHOLD
4221281.0,O,152801.92,Clerk#000000393,57101.0,Customer#000057101,nGNM7oJkO yAr7,22-251-979-9185,1631.35,BUILDING
2812610.0,O,97491.6,Clerk#000000973,29914.0,Customer#000029914,JOtVR6vREO24tzO,24-363-612-9039,9292.29,MACHINERY
174979.0,O,122621.4,Clerk#000000974,112154.0,Customer#000112154,"BoHzogiIs5lHfTQKB,w5F8jvrH25qTgx4y8FWOgG",15-990-194-5215,4069.74,HOUSEHOLD
3051712.0,F,198682.73,Clerk#000000725,7883.0,Customer#000007883,94gLTl5Ia7Vle5cy4nUKpo p0t7YwV82Jh I,17-241-203-9542,6280.02,FURNITURE
3226211.0,O,127342.95,Clerk#000000161,100393.0,Customer#000100393,"NEBWcIw zTSR595uE5xmTH9ib,UAM",17-253-981-1808,3582.66,AUTOMOBILE
1889410.0,O,91385.26,Clerk#000000885,37819.0,Customer#000037819,"vTRA3ZoEKaehouBb,gSOw5WdRs2x",34-859-166-5069,162.94,AUTOMOBILE
3270369.0,O,180022.67,Clerk#000000735,97103.0,Customer#000097103,Vghwo1rGl27A1Zau RgBvdyFjXH1Z6,19-263-848-9533,4459.66,FURNITURE
4788195.0,O,318630.15,Clerk#000000029,46486.0,Customer#000046486,ra7Bok Zy01ZKsxER3U4rcZy QaI,26-250-877-2255,-160.04,FURNITURE
4190503.0,F,257091.34,Clerk#000000872,21865.0,Customer#000021865,nFDMqmJ8Iwdj1eIpkpSXPFUpSLDn,29-276-425-8177,3474.35,BUILDING
2062945.0,O,207427.56,Clerk#000000664,99898.0,Customer#000099898,KdJyqwxlmkEYcJQV4feT68fp,18-151-732-1909,2344.35,AUTOMOBILE
4523809.0,F,234587.34,Clerk#000000752,37819.0,Customer#000037819,"vTRA3ZoEKaehouBb,gSOw5WdRs2x",34-859-166-5069,162.94,AUTOMOBILE
2143206.0,O,139358.66,Clerk#000000547,25360.0,Customer#000025360,"vYXh2ZlNvT6V tzP,g7HB4z0DEy",22-365-247-6072,1566.28,HOUSEHOLD
1072995.0,O,168118.98,Clerk#000000064,91615.0,Customer#000091615,7tPBqg95p8GmZlNUmMEDyvKwM0X0,19-129-708-6289,4460.75,MACHINERY
3790503.0,O,255317.01,Clerk#000000392,24400.0,Customer#000024400,2CYvGSgiHmN68L7MYDw,24-641-110-5969,9746.47,BUILDING
1078181.0,O,117396.96,Clerk#000000122,71476.0,Customer#000071476,gQSnT7I075tg4aP5kV,25-108-810-6089,4518.68,BUILDING
644961.0,F,168286.77,Clerk#000000337,42382.0,Customer#000042382,RlPmdIHgbzjyaeycGMLQ1425sClEwIReE7oNMQ,15-257-541-2452,4553.99,HOUSEHOLD
38951.0,O,234474.8,Clerk#000000929,6340.0,Customer#000006340,oxxavhy2E4A No,12-958-657-2432,1279.15,HOUSEHOLD
5965187.0,F,75961.66,Clerk#000000290,84616.0,Customer#000084616,IJgy6yQmnfXf2JZXiCg,33-140-610-1996,6169.78,HOUSEHOLD
590786.0,F,134335.95,Clerk#000000703,105865.0,Customer#000105865,"2aU6G4ARbvPRWExsjRAbzNDn0N2Lo,enFLXBjQ",22-684-713-3489,7370.26,AUTOMOBILE
4659489.0,O,89384.04,Clerk#000000657,41828.0,Customer#000041828,"FORX23qOsWdYV,8NHqjakg 8MpiQD0gxJ1z1N",21-512-840-6205,937.36,MACHINERY
2982816.0,F,117187.51,Clerk#000000111,36907.0,Customer#000036907,"UvMvkclF,z 5v",19-753-554-8742,1109.66,HOUSEHOLD
2302374.0,O,210227.32,Clerk#000000832,27394.0,Customer#000027394,emrRoVy 7YsCaef06U5hu6jky6L4 0eNIr1TRq,30-998-461-1226,4620.74,FURNITURE
1973507.0,F,46922.17,Clerk#000000904,5029.0,Customer#000005029,JCSfOA3tnckXifzcIrS53OQcwBnK3c,19-731-645-6056,6661.38,FURNITURE
365478.0,O,290006.29,Clerk#000000353,67739.0,Customer#000067739,ibDtGyRCxM2YwDP,29-478-804-9295,6715.35,MACHINERY
502338.0,F,90651.7,Clerk#000000447,98560.0,Customer#000098560,"RBFFOClZq9O4rDaB,6uYGb ZIXwNf9XT",28-833-673-1894,5476.94,AUTOMOBILE
1243847.0,P,309370.22,Clerk#000000497,14843.0,Customer#000014843,"XAjL GSeE9HdX,FKN",12-995-224-5543,1205.55,HOUSEHOLD
5768097.0,F,9591.0,Clerk#000000334,53705.0,Customer#000053705,7FKt4QmnevLMDnQtuwliHLp3e,14-876-797-4016,385.84,BUILDING
4914947.0,F,249516.12,Clerk#000000424,102469.0,Customer#000102469,UzjILoJQG9,22-590-304-3609,7363.71,HOUSEHOLD
3914788.0,F,112274.27,Clerk#000000614,72664.0,Customer#000072664,kYNNPdT2 79FOKafPYBgWIuOD4,25-664-904-4721,8458.11,FURNITURE
3281952.0,O,84435.97,Clerk#000000412,26092.0,Customer#000026092,YpCLWvpgXrCehRHvXiBv,21-355-450-8482,7953.88,HOUSEHOLD
1016548.0,O,267636.19,Clerk#000000862,122395.0,Customer#000122395,"MgoPHd9ofKziodKA,G",28-726-392-1608,7449.06,FURNITURE
532262.0,F,266430.18,Clerk#000000765,60271.0,Customer#000060271,"LUT2Le83I6,uxgwiMe9jEe",29-456-997-5225,1779.56,AUTOMOBILE
2402630.0,F,234545.1,Clerk#000000063,118663.0,Customer#000118663,NCa3JFmkq1UG5nBQd6,17-887-608-1743,3804.57,BUILDING
3822054.0,F,21161.49,Clerk#000000589,95854.0,Customer#000095854,8vnWcO1GkV9EyKaW9uNaOSYccx44cxBOV0CVc2j,12-909-367-5822,-393.74,BUILDING
5657734.0,F,31817.4,Clerk#000000652,128407.0,Customer#000128407,UjhClu3WNWFNbNU,17-306-907-5547,5005.17,FURNITURE
4313348.0,P,282808.56,Clerk#000000259,123661.0,Customer#000123661,uLkv5Xq04Ajbx,17-948-905-7197,282.39,AUTOMOBILE
4526112.0,O,106403.62,Clerk#000000883,115030.0,Customer#000115030,"an5,3G40pGDa8yNtKrewc 7nJQzI3ULxpMYH",13-698-926-1079,-967.85,HOUSEHOLD
5160355.0,O,91810.15,Clerk#000000223,68914.0,Customer#000068914,1ryZYuv 1Nkv1mViJ3,11-939-333-3631,1319.62,HOUSEHOLD
1730885.0,F,93319.94,Clerk#000000486,74089.0,Customer#000074089,"KI6hr,2hVDJWzitQAmqQi",12-954-178-4142,3482.17,BUILDING
1407463.0,O,30119.09,Clerk#000000362,140792.0,Customer#000140792,PA8yToG1ZbU0 Fdbeyn J,13-502-817-6831,-282.34,HOUSEHOLD
742658.0,O,236765.85,Clerk#000000775,30929.0,Customer#000030929,6ZGuEaDXHUT9jAazz,26-322-892-5300,639.68,BUILDING
5597126.0,F,130853.68,Clerk#000000621,90832.0,Customer#000090832,kdIUN1x0fgDGsglpV0si,11-298-874-7646,3939.11,HOUSEHOLD
3035296.0,O,18428.2,Clerk#000000822,117613.0,Customer#000117613,"jFisaIQvDb,ge1T20e99opBW",10-686-399-9244,3349.32,MACHINERY
4286758.0,F,221497.05,Clerk#000000756,106015.0,Customer#000106015,JXNvd8EzXotw1P6nFKS7 7p50PWe782yW,26-158-689-1426,3487.97,MACHINERY
1809952.0,F,213856.57,Clerk#000000213,42260.0,Customer#000042260,kCGCnmyvJQmFOr4VULrypJO7E0Qow1Oi,30-972-763-2485,9159.53,MACHINERY
3956641.0,F,92418.84,Clerk#000000605,123919.0,Customer#000123919,Me5nZdvBuvV89dtF,30-807-714-8321,-315.55,FURNITURE
5692548.0,F,209348.43,Clerk#000000237,116800.0,Customer#000116800,TLmZIRpVbiWlnmRSxWbGx4RY9h7q2gFrBn,28-179-850-6601,2733.42,HOUSEHOLD
488000.0,F,47901.38,Clerk#000000649,48832.0,Customer#000048832,"ptyJMFKhrPzzSgCA9nIZVgkqVAwx,kkXLTQtjJ",27-557-527-8176,7918.29,MACHINERY
218628.0,O,254334.92,Clerk#000000090,8734.0,Customer#000008734,"0,dktzeo DYlhmEInr nvnHfvp78cig",26-573-397-8661,3625.11,MACHINERY
158275.0,O,175522.93,Clerk#000000039,140752.0,Customer#000140752,"e1qjPfDOlkAx9EFsce4s30xGoS,fCb3p9qLz,do",13-236-186-5586,238.27,BUILDING
2492739.0,P,352117.39,Clerk#000000053,36139.0,Customer#000036139,"t3U,aX7Tvg7XFbzaneUd0pvFJ9DrpoXZ",26-593-156-4101,8772.43,BUILDING
5579366.0,F,64149.55,Clerk#000000914,116645.0,Customer#000116645,7IsCpyV8z6zYZUQDtk5eZ,15-626-483-8560,3035.7,BUILDING
1265159.0,P,158741.89,Clerk#000000202,76892.0,Customer#000076892,jyhRS n3SdM4tlPX7e6JyQ3CzvUtwBj4wboA45,19-192-308-8115,946.13,AUTOMOBILE
44065.0,F,210359.33,Clerk#000000051,148564.0,Customer#000148564,"JTHiYvNy9VBrQewHjuMn,M0e1Bm4K6Gv7wNxUdgg",10-590-568-1254,6001.04,BUILDING
990628.0,O,148011.79,Clerk#000000970,16516.0,Customer#000016516,",j75,x3h3oSUJO1DnoyTMRxIcEkOl8ODKol",26-246-161-3358,2070.08,FURNITURE
99298.0,F,242002.52,Clerk#000000481,117799.0,Customer#000117799,U8RGtmFnmAs,24-502-686-7438,3528.39,MACHINERY
372933.0,F,187335.85,Clerk#000000463,48028.0,Customer#000048028,"KTWXFagIiDu1IE8rToJ,UU88K",25-198-622-8996,7117.72,AUTOMOBILE
297793.0,O,171886.17,Clerk#000000838,29686.0,Customer#000029686,9JewwTXQUKOM27,13-135-259-5125,588.53,FURNITURE
1748929.0,P,304671.56,Clerk#000000761,43079.0,Customer#000043079,kvwI16VVJlYBHKk81BGUWeMcCNM2la4grcsHYj8,13-337-163-1361,4107.4,FURNITURE
3691171.0,O,41743.61,Clerk#000000519,91799.0,Customer#000091799,"aLIBeMH,Tol 1wvQ0DWiyZI8DM",20-947-522-4520,5239.67,BUILDING
962083.0,F,36011.7,Clerk#000000384,76360.0,Customer#000076360,"CJZjPvD,YFLUvhZq",18-533-579-4253,8561.2,BUILDING
4719618.0,O,170402.43,Clerk#000000393,123661.0,Customer#000123661,uLkv5Xq04Ajbx,17-948-905-7197,282.39,AUTOMOBILE
2479943.0,O,105869.03,Clerk#000000166,43921.0,Customer#000043921,gRTfpgkIprGFvbX4SXDJQnv64r,10-778-286-3257,-846.38,MACHINERY
2121223.0,O,259139.02,Clerk#000000606,147776.0,Customer#000147776,"N45LJN,C4kn9tza461W Ucus6Fm9,uTGrMomG",28-253-786-3614,2437.16,HOUSEHOLD
5017286.0,F,176001.4,Clerk#000000074,74524.0,Customer#000074524,"Q,63JuizyNGD6xfK",18-973-442-9434,4411.47,HOUSEHOLD
3243554.0,F,222565.47,Clerk#000000920,86621.0,Customer#000086621,NAcYHq6lQVY73TaUOpX4,34-285-355-3694,8567.14,HOUSEHOLD
5082530.0,O,216647.81,Clerk#000000705,65386.0,Customer#000065386,"FOJScIMY ,hs5r4",15-627-829-8686,1847.93,BUILDING
5377893.0,O,63214.25,Clerk#000000771,36754.0,Customer#000036754,7KvtZ7kcUOsxPgLvsRghI,24-719-816-2983,-754.63,BUILDING
4465664.0,F,212060.61,Clerk#000000321,38594.0,Customer#000038594,lS9xkBivAeNjaXmfrfSgsvSOqMAvM,30-830-262-7545,9463.46,FURNITURE
5649607.0,O,96179.77,Clerk#000000324,11443.0,Customer#000011443,"ZNh8P8stUEyb4yL0JKS1f,kkm",34-412-945-3597,5407.37,AUTOMOBILE
5336513.0,F,114062.75,Clerk#000000160,142207.0,Customer#000142207,"6,UzljB g8Wh1WS597dHsnweCg7FliMpi",14-368-992-4121,8460.76,BUILDING
5586368.0,O,221791.83,Clerk#000000385,35563.0,Customer#000035563,qT4LhFhQhDXWJYyIaWL1sHO1n,22-276-951-1284,6462.28,HOUSEHOLD
4227399.0,O,39219.26,Clerk#000000132,87934.0,Customer#000087934,"GEP,37wErI",10-140-808-7326,6362.68,HOUSEHOLD
1363299.0,F,98813.28,Clerk#000000374,89149.0,Customer#000089149,"sUN9lag8l,KLa",11-827-580-7857,6725.83,MACHINERY
